births_2017_18, natural_increase_2020_21, births_2020_21, births_2016_17, state_name_2021, net_internal_migration_2019_20, deaths_2018_19, internal_departures_2018_19, natural_increase_2018_19, overseas_departures_2018_19, natural_increase_2017_18, overseas_departures_2017_18, lga_name_2021, internal_arrivals_2017_18, overseas_departures_2020_21, deaths_2017_18, internal_arrivals_2016_17, lga_code_2021, net_overseas_migration_2019_20, internal_departures_2016_17, deaths_2016_17, erp_2017, erp_2018, erp_2019, net_internal_migration_2017_18, erp_2021, erp_2020, erp_change_per_cent_2020_21, net_overseas_migration_2016_17, overseas_arrivals_2020_21, net_internal_migration_2018_19, overseas_arrivals_2016_17, net_overseas_migration_2018_19, overseas_arrivals_2017_18, area_km2, net_internal_migration_2020_21, overseas_arrivals_2019_20, erp_2008, erp_2009, erp_2006, erp_2007, net_internal_migration_2016_17, births_2019_20, erp_2012, erp_2011, erp_2010, internal_departures_2019_20, erp_2016, deaths_2020_21, erp_2015, erp_2014, erp_2013, internal_departures_2020_21, erp_change_number_2020_21, internal_arrivals_2019_20, overseas_arrivals_2018_19, overseas_departures_2019_20, internal_departures_2017_18, deaths_2019_20, state_code_2021, natural_increase_2016_17, pop_density_2021_people_per_km2, net_overseas_migration_2020_21, primaryindex, overseas_departures_2016_17, erp_2001, erp_2003, erp_2002, erp_2005, internal_arrivals_2020_21, erp_2004, internal_arrivals_2018_19, net_overseas_migration_2017_18, natural_increase_2019_20, births_2018_19
512,258,562,561,"Western Australia",-443,348,3229,168,152,209,160,"Greater Geraldton",2314,85,303,2126,"53800",140,2946,284,39092,38730,38296,-641,38146,38238,-0.240600004792213,68,64,-701,251,99,230,9909.0,-329,261,36731,37512,35736,35812,-820,533,39084,38340,37860,2772,39567,304,39958,40114,39838,2680,-92,2329,251,121,2955,288,5,277,3.84960007667542,-21,414,183,34019,34348,34288,35021,2351,34454,2528,70,245,516
348,189,349,351,"Western Australia",3,134,2263,186,136,224,144,"Harvey",2252,76,124,2060,"53990",127,1982,126,27253,27793,27983,255,28563,28304,0.91509997844696,60,58,-83,225,87,205,1727.60705566406,88,234,21819,22624,20450,20913,78,329,24839,23878,23230,1933,26890,160,26656,26186,25657,1981,259,1936,223,107,1997,138,5,225,16.5333003997803,-18,416,165,18526,18351,18450,19565,2069,18754,2180,61,191,320
26,0,27,31,"Western Australia",25,18,260,4,4,-6,5,"Irwin",224,2,32,186,"54060",4,189,32,3602,3560,3567,-38,3591,3594,-0.0834999978542328,2,2,0,7,3,7,2369.32983398438,-3,7,3403,3509,3218,3281,-3,26,3738,3672,3569,248,3604,27,3662,3702,3749,263,-3,273,7,3,262,28,5,-1,1.51559996604919,0,417,5,3071,2943,2976,3143,260,2957,260,2,-2,22
21,15,19,16,"Western Australia",-11,8,103,9,6,18,7,"Jerramungup",92,3,3,85,"54130",4,101,3,1126,1133,1127,-14,1139,1130,0.796500027179718,2,3,-19,10,4,10,6511.18017578125,-6,10,1121,1107,1186,1148,-16,14,1102,1091,1101,77,1127,4,1127,1120,1112,77,9,66,10,6,106,4,5,13,0.174899995326996,0,418,8,1249,1237,1247,1248,71,1231,84,3,10,17
1591,880,1654,1738,"Western Australia",-1389,743,11747,878,1549,900,1644,"Joondalup",9225,899,691,8498,"54170",1364,10775,748,160284,159977,159898,-1858,160579,160751,-0.10700000077486,653,647,-1901,2524,944,2295,98.9420013427734,-800,2615,158175,159156,156570,157225,-2277,1596,163581,162205,160053,10269,160918,774,162904,163894,164414,10471,-172,8880,2493,1251,11083,718,5,990,1622.9609375,-252,419,1871,156410,157067,156820,156453,9671,157218,9846,651,878,1621
640,400,721,688,"Western Australia",-290,312,4202,349,369,307,391,"Kalamunda",3472,207,333,3506,"54200",345,4032,325,59204,58932,58977,-744,59435,59340,0.160099998116493,166,158,-540,614,236,556,324.295806884766,-256,636,53540,54487,51423,52560,-526,628,57669,56492,55572,3776,59201,321,59298,59113,58622,3862,95,3486,605,291,4216,320,5,363,183.274002075195,-49,420,448,48743,49419,49063,51052,3606,49909,3662,165,308,661
531,321,469,599,"Western Australia",-1021,152,3477,382,240,390,255,"Kalgoorlie-Boulder",2152,135,141,2041,"54280",226,2866,152,30570,29989,29485,-1080,28709,29063,-1.21800005435944,108,104,-1043,401,157,364,95500.2890625,-644,415,30910,31474,30086,30250,-825,506,32849,32208,31750,3030,30840,148,31748,32498,33267,2762,-354,2009,397,189,3232,133,5,447,0.300599992275238,-31,421,293,29771,30052,29737,29855,2118,29939,2434,109,373,534
446,412,454,411,"Western Australia",-139,39,2639,377,189,410,202,"Karratha",2306,106,36,2280,"54310",176,2765,34,22187,22407,22731,-273,23243,23124,0.514599978923798,84,80,-176,315,123,285,15238.29296875,-267,326,21230,21996,20054,20587,-485,398,24042,23634,22628,2505,22211,42,23103,23985,24432,2513,119,2366,312,150,2579,42,5,377,1.52530002593994,-26,422,231,15118,16998,15987,18864,2246,17912,2463,83,356,416
822,578,806,784,"Western Australia",685,186,3772,605,391,638,415,"Kwinana",4452,219,184,4349,"54830",363,3327,189,41849,43496,45118,832,48212,46798,3.02150011062622,174,167,766,649,251,592,120.012298583984,888,673,26482,28047,23986,24960,1022,818,32688,30697,29132,3951,40058,228,38153,36444,34707,3886,1414,4636,642,310,3620,186,5,595,401.725494384766,-52,430,475,21807,22403,22045,23053,4774,22593,4538,177,632,791
46,36,68,52,"Western Australia",-25,30,393,35,18,12,19,"Katanning",314,10,34,265,"54340",17,337,47,4142,4084,4044,-79,4024,4047,-0.568300008773804,9,8,-88,31,13,28,1518.18542480469,-57,32,4315,4293,4404,4366,-72,52,4368,4290,4285,351,4200,32,4308,4389,4403,370,-23,326,31,15,393,41,5,5,2.65050005912781,-2,423,22,4501,4460,4492,4404,313,4412,305,9,11,65
13,-13,11,11,"Western Australia",-12,18,83,-6,7,-6,7,"Kellerberrin",66,4,19,69,"54410",7,78,27,1221,1207,1195,-12,1180,1185,-0.421900004148483,4,3,-11,12,5,11,1915.43298339844,9,12,1200,1209,1230,1213,-9,12,1236,1211,1207,87,1242,24,1249,1251,1251,60,-5,75,12,5,78,17,5,-16,0.61599999666214,-1,424,8,1221,1212,1211,1215,69,1206,72,4,-5,12
19,9,17,25,"Western Australia",-5,4,128,11,7,6,7,"Lake Grace",88,4,13,95,"54900",6,127,5,1291,1281,1264,-18,1274,1287,-1.01010000705719,3,3,-33,11,5,9,11886.3193359375,-21,12,1428,1415,1530,1467,-32,30,1399,1405,1407,70,1300,8,1306,1329,1374,89,-13,65,12,6,106,8,5,20,0.107199996709824,-1,431,8,1615,1582,1597,1548,68,1563,95,2,22,15
7,5,8,10,"Western Australia",-10,6,59,4,3,7,3,"Kent",42,2,0,25,"54480",2,42,0,563,562,559,-10,564,559,0.894500017166138,2,1,-9,6,2,5,5624.58203125,1,5,568,560,599,583,-17,8,540,529,529,62,568,3,559,556,547,56,5,52,5,3,52,0,5,10,0.100299999117851,-1,425,4,641,629,618,596,57,626,50,2,8,10
21,2,22,24,"Western Australia",-37,17,154,8,8,6,10,"Kojonup",114,5,15,59,"54550",8,78,18,2001,1980,1939,-31,1894,1913,-0.9932000041008,4,4,-56,15,7,14,2930.99243164062,-20,16,2134,2069,2272,2181,-19,25,2042,2030,2034,114,2010,20,2027,2029,2044,123,-19,77,15,8,145,22,5,6,0.646200001239777,-1,426,11,2308,2300,2291,2260,103,2288,98,4,3,25
567,441,539,499,"Western Australia",815,95,2075,427,141,470,151,"Serpentine-Jarrahdale",3077,80,97,2825,"57700",133,1533,77,29355,30927,32574,1037,35087,33927,3.41910004615784,63,60,1126,235,94,216,901.205383300781,739,246,15224,16487,13246,14055,1292,517,20368,18495,17201,2021,27578,98,25499,23592,22011,2181,1160,2836,235,113,2040,112,5,422,38.9333992004395,-20,468,172,11733,12200,11931,12913,2920,12438,3201,65,405,522
12,-1,10,12,"Western Australia",8,3,81,5,9,6,9,"Shark Bay",69,5,6,76,"57770",8,99,5,952,946,940,-17,962,960,0.208299994468689,5,4,-17,16,6,14,24201.548828125,4,15,886,883,906,891,-23,10,914,887,883,76,963,11,965,948,936,85,2,84,15,7,86,6,5,7,0.0397000014781952,-1,469,11,926,921,925,909,89,923,64,5,4,8
9,1,9,9,"Western Australia",2,3,75,5,5,3,5,"Kondinin",53,3,6,54,"54620",5,71,9,880,870,858,-15,866,872,-0.688099980354309,3,2,-20,8,3,7,7440.8017578125,-6,9,1025,1043,1019,1013,-17,10,1033,1068,1060,69,894,8,929,918,985,81,-6,71,8,4,68,3,5,0,0.116400003433228,-1,427,5,1033,1023,1030,1012,75,1013,55,2,7,8
5,-3,0,8,"Western Australia",-6,6,28,-3,0,1,0,"Koorda",13,0,4,7,"54690",1,20,3,420,408,406,-14,397,402,-1.24380004405975,0,0,0,1,1,1,2832.31298828125,-2,1,447,448,470,454,-13,4,447,448,450,29,428,3,437,440,446,30,-5,23,1,0,27,3,5,5,0.14020000398159,0,428,1,490,491,488,477,28,488,28,1,1,3
13,9,12,16,"Western Australia",4,3,60,2,4,10,4,"Kulin",39,2,3,40,"54760",4,60,4,776,774,761,-14,767,775,-1.03229999542236,1,2,-17,6,2,6,4718.921875,-17,7,865,855,922,882,-20,11,849,855,854,44,783,3,787,804,831,60,-8,48,6,3,53,5,5,12,0.162499994039536,0,429,5,910,910,906,912,43,906,43,2,6,5
8,4,10,12,"Western Australia",8,5,83,2,4,3,5,"Laverton",65,3,5,65,"54970",4,76,8,1216,1206,1197,-15,1236,1215,1.72839999198914,1,2,-14,7,3,7,179993.96875,18,7,977,1072,783,848,-11,9,1410,1288,1177,75,1222,6,1299,1367,1428,87,21,83,7,3,80,3,5,4,0.00689999992027879,-1,432,6,1207,1033,1117,869,105,953,69,2,6,7
442,51,426,508,"Western Australia",-327,354,4248,46,1019,92,1048,"South Perth",3784,674,350,3561,"57840",616,4267,342,43649,43523,43823,-505,43665,44111,-1.01110005378723,310,378,-180,1471,434,1335,19.8113994598389,-201,1524,42135,42925,40517,41233,-706,373,44099,43618,42987,4024,43879,375,44096,44251,44348,4091,-446,3697,1453,908,4289,374,5,166,2204.03393554688,-296,470,1161,37606,38944,38357,40025,3890,39481,4068,287,-1,400
3082,1528,2950,3095,"Western Australia",-2043,1451,18721,1496,3511,1736,3698,"Stirling",15723,2088,1346,14614,"57910",2883,17936,1386,219842,220135,221238,-2816,223260,223810,-0.245700001716614,1382,1427,-2395,5584,2002,5071,104.72730255127,-1417,5776,194607,200137,183957,189261,-3322,3171,214240,209043,203918,16893,220073,1422,220152,219372,218043,16757,-550,14850,5513,2893,18539,1439,5,1709,2131.82250976562,-661,471,4202,176209,178865,177345,181976,15340,180470,16326,1373,1732,2947
13,-4,14,18,"Northern Territory",-32,5,137,19,17,6,16,"Coomalie",99,6,7,114,"70700",1,137,8,1407,1390,1370,-25,1355,1356,-0.0737000033259392,8,5,-42,26,3,18,2056.0546875,4,15,1248,1262,1234,1240,-23,22,1326,1275,1274,120,1412,18,1396,1374,1369,105,-1,88,20,14,124,5,7,10,0.658999979496002,-1,531,18,1125,1157,1140,1206,109,1177,95,2,17,24
26,17,17,24,"Western Australia",1,9,195,4,5,19,5,"Leonora",189,3,7,162,"55040",5,165,6,1508,1529,1526,-1,1572,1548,1.55040001869202,2,2,-10,8,3,8,31915.056640625,8,9,1892,2136,1501,1723,-3,16,2566,2628,2452,165,1491,0,1812,2122,2419,157,24,166,8,4,190,0,5,18,0.0493000000715256,-1,433,6,2007,1855,1914,1599,165,1722,185,3,16,13
1011,155,978,997,"Western Australia",928,812,5944,157,527,259,561,"Mandurah",6298,297,752,5876,"55110",495,5502,735,84196,85281,86502,587,89448,88098,1.5324000120163,238,226,721,880,343,800,174.89680480957,1266,915,64940,68218,58811,61355,374,915,76562,73440,69969,5385,83322,823,82202,80927,79292,5348,1350,6313,870,420,5711,742,5,262,511.433013916016,-71,434,642,48996,51860,49601,56719,6614,54581,6665,239,173,969
101,8,83,109,"Western Australia",-25,87,595,-2,33,27,35,"Manjimup",458,19,74,438,"55180",31,564,84,9255,9159,9112,-140,9089,9119,-0.328999996185303,15,14,-68,56,23,52,7029.607421875,-33,58,9606,9623,9718,9625,-126,83,9480,9463,9564,490,9341,75,9402,9448,9482,537,-30,465,56,27,598,82,5,25,1.29299998283386,-5,435,41,10351,10074,10237,9879,504,9953,527,17,1,85
14,14,17,14,"Western Australia",-27,6,153,15,4,9,4,"Meekatharra",112,2,5,110,"55250",5,171,7,1058,1008,984,-61,980,969,1.13520002365112,2,2,-42,6,3,6,100188.546875,-3,8,1270,1321,1225,1242,-61,13,1437,1424,1359,146,1110,3,1224,1335,1426,119,11,119,7,3,173,6,5,7,0.00980000011622906,0,436,4,1458,1374,1413,1285,116,1354,111,2,7,21
1004,191,888,996,"Western Australia",12,701,7814,225,1322,296,1380,"Melville",6759,826,708,6166,"55320",967,7228,664,102076,101897,102376,-931,103459,103604,-0.140000000596046,464,519,-421,2020,675,1836,52.8504981994629,-29,2094,98607,99882,96778,97911,-1062,944,103569,102135,100764,6861,102342,697,103522,104073,104319,6982,-145,6873,1997,1127,7690,695,5,332,1957.57849121094,-307,437,1556,97202,97002,97184,96699,6953,96776,7393,456,249,926
3,0,3,4,"Western Australia",7,6,11,-2,2,-1,2,"Menzies",11,1,4,6,"55390",2,10,4,515,521,520,6,533,525,1.52380001544952,1,1,0,3,1,3,124115.421875,8,3,308,351,237,269,-4,3,450,402,378,12,518,3,510,499,486,13,8,19,3,1,5,7,5,0,0.00430000014603138,0,438,2,350,309,336,260,21,282,11,1,-4,4
40,19,46,47,"Western Australia",-42,18,331,19,42,26,43,"Merredin",239,23,14,217,"55460",39,234,22,3422,3409,3367,-58,3360,3371,-0.326299995183945,19,18,-87,69,26,62,3293.78247070312,-25,71,3348,3348,3408,3352,-17,38,3395,3374,3354,232,3395,27,3385,3380,3379,243,-11,190,68,32,297,31,5,25,1.02009999752045,-5,439,50,3783,3656,3715,3442,218,3496,244,19,7,37
3088,2084,3006,3144,"Western Australia",670,823,12697,2220,1869,2299,1993,"Wanneroo",13763,1051,789,12807,"58760",1750,11534,825,199212,203609,208360,1263,215878,212820,1.43690001964569,841,796,1326,3111,1205,2828,683.260192871094,1229,3224,135840,145855,114943,125837,1273,2906,168832,160281,152746,11765,194779,922,188278,182385,176627,11792,3058,12435,3074,1474,12500,866,5,2319,315.952789306641,-255,484,2270,84323,93822,88442,107053,13021,100185,14023,835,2040,3043
38,12,41,49,"Western Australia",50,44,350,-10,6,8,6,"Waroona",391,3,30,326,"58820",6,345,50,4144,4169,4211,14,4276,4267,0.210899993777275,2,2,49,9,3,9,832.228515625,-2,10,3626,3660,3614,3591,-19,38,3820,3720,3687,281,4162,29,4133,4057,3931,322,9,331,9,4,377,38,5,-1,5.13800001144409,-1,485,7,3538,3483,3506,3576,320,3521,399,3,0,34
12,3,6,3,"Western Australia",-2,3,57,3,1,6,1,"West Arthur",46,1,6,33,"58890",1,51,6,804,798,780,-12,789,782,0.895099997520447,1,0,-21,2,0,1,2831.8271484375,5,2,881,883,885,882,-18,8,893,901,888,43,824,3,855,869,884,39,7,41,1,1,58,5,5,-3,0.278600007295609,-1,486,1,910,910,911,887,44,891,36,0,3,6
5,14,14,5,"Western Australia",-12,0,47,10,2,0,2,"Mingenew",17,1,5,7,"55530",2,25,4,449,432,427,-18,418,418,0.0,1,1,-16,4,1,3,1934.8857421875,-14,4,483,476,504,495,-18,4,488,489,477,43,465,0,474,482,487,40,0,31,3,2,35,3,5,1,0.216000005602837,0,440,3,586,583,585,521,26,558,31,1,1,10
9,17,17,11,"Western Australia",-17,4,58,4,2,3,2,"Mount Magnet",32,1,6,36,"55810",2,58,3,494,464,454,-34,455,449,1.33630001544952,1,1,-15,3,1,3,13858.1181640625,-11,3,665,669,734,681,-22,13,669,666,653,67,507,0,563,615,661,54,6,50,3,1,66,3,5,8,0.0328000001609325,0,444,2,854,831,845,744,43,775,43,1,10,8
11,0,4,7,"Western Australia",-17,3,32,3,2,11,2,"Mount Marshall",13,1,0,15,"55880",2,24,4,529,518,519,-24,507,512,-0.976599991321564,2,1,-4,4,2,4,10184.59375,-5,4,594,581,650,616,-9,11,507,493,530,33,533,4,531,528,523,22,-5,16,4,2,37,3,5,3,0.0498000010848045,0,445,2,676,670,669,656,17,672,28,2,8,6
30,26,38,36,"Western Australia",-9,22,220,1,17,12,17,"Moora",164,9,18,98,"55600",14,146,23,2449,2425,2373,-42,2380,2390,-0.41839998960495,7,7,-62,27,9,23,3763.025390625,-34,27,2503,2537,2531,2487,-48,25,2548,2556,2534,210,2477,12,2505,2504,2527,226,-10,201,26,13,206,13,5,13,0.632499992847443,-2,441,20,2705,2683,2697,2593,192,2626,158,6,12,23
9,2,5,5,"Western Australia",-9,0,40,7,2,9,2,"Woodanilling",33,1,0,28,"59320",2,20,3,426,428,430,-8,428,430,-0.465099990367889,1,1,-6,3,1,3,1128.83483886719,-4,3,424,430,415,417,8,7,435,427,427,38,415,3,423,429,430,32,-2,29,3,1,41,0,5,2,0.379200011491776,0,492,2,396,400,400,404,28,404,34,1,7,7
4,-1,3,7,"Western Australia",-6,7,42,-3,1,-2,1,"Wyalkatchem",29,0,6,44,"59330",0,47,11,515,498,492,-15,483,492,-1.8293000459671,0,0,-3,1,0,1,1594.48840332031,-8,1,546,531,592,560,-3,9,539,542,526,42,522,4,533,535,541,51,-9,36,1,1,44,3,5,-4,0.302899986505508,0,493,1,678,659,680,630,43,652,39,0,6,4
156,122,155,142,"Western Australia",-131,32,877,108,60,114,63,"Wyndham-East Kimberley",613,34,42,541,"59340",55,733,43,7412,7315,7343,-239,7337,7355,-0.244699999690056,27,26,-119,100,39,91,112066.3203125,-132,103,7967,8066,7879,7866,-192,123,8228,8195,8111,809,7478,33,7780,8020,8243,817,-18,678,99,48,852,35,5,99,0.0654999986290932,-8,494,73,7240,7595,7406,7789,685,7716,758,28,88,140
4,7,12,16,"Western Australia",-26,6,94,5,3,-6,4,"Morawa",66,2,10,50,"55670",4,99,3,731,698,675,-29,660,662,-0.302100002765656,2,2,-32,6,4,6,3510.59301757812,-9,7,867,879,860,854,-49,16,892,911,886,100,765,5,800,835,872,80,-2,74,7,3,95,7,5,13,0.187999993562698,0,442,4,989,957,971,886,71,924,62,2,9,11
8,4,9,8,"Western Australia",-17,4,38,4,3,8,3,"Mukinbudin",34,1,0,24,"55950",2,40,3,543,531,533,-21,520,524,-0.763400018215179,1,1,-3,4,1,4,3426.94409179688,-8,4,558,537,601,567,-16,9,528,502,509,49,553,5,551,549,545,33,-4,32,4,2,55,3,5,5,0.151700004935265,0,446,3,705,689,697,643,25,664,35,1,6,8
70,41,102,76,"Western Australia",-126,82,903,1,228,9,233,"Mosman Park",718,158,61,581,"55740",114,669,83,9130,9062,9122,-129,9108,9112,-0.0439000017940998,58,80,-21,312,80,285,4.3471999168396,33,324,8971,9082,8760,8845,-88,66,9196,9199,9164,857,9167,61,9188,9202,9217,780,-4,731,308,210,847,64,5,-7,2095.1416015625,-78,443,254,8358,8590,8476,8762,813,8675,882,52,2,83
383,133,359,350,"Western Australia",-218,212,3292,152,150,145,160,"Mundaring",3073,90,238,2423,"56090",131,2859,222,38972,39131,39108,-47,39161,39117,0.112499997019768,63,63,-267,245,92,221,643.201171875,-62,254,36914,37466,36326,36569,-436,306,39064,38364,37883,3133,39217,226,39563,39651,39644,3134,44,2915,242,123,3120,210,5,128,60.8844985961914,-27,447,182,35415,35820,35660,36195,3072,35900,3025,61,96,364
0,1,4,0,"Western Australia",-6,0,44,4,1,0,1,"Yalgoo",27,1,0,44,"59350",1,38,0,356,357,356,0,354,351,0.854700028896332,0,1,-6,2,1,2,27949.46484375,2,2,317,351,263,288,6,0,425,417,377,30,350,3,378,405,426,14,3,24,2,1,27,0,5,0,0.012699999846518,0,495,2,326,306,316,274,16,293,38,1,0,4
1202,885,1230,1262,"Northern Territory",-1837,403,11175,804,2826,844,2615,"Darwin",7371,1191,358,8124,"71000",185,9512,366,85950,84500,83016,-2744,80937,82092,-1.40699994564056,1119,864,-2848,4211,560,3065,111.26139831543,-1713,2512,74613,76775,71366,72735,-1388,1124,80437,78467,77886,10051,85323,345,84363,83098,82996,10201,-1155,8214,3386,2327,10115,396,7,896,727.449096679688,-327,532,3092,69635,68968,69286,70538,8488,69339,8327,450,728,1207
160,96,172,193,"Northern Territory",-134,55,1699,141,100,82,91,"Katherine",1504,38,78,1362,"72200",6,1497,67,10573,10610,10627,-62,10559,10619,-0.564999997615814,41,31,-144,149,20,108,7416.64453125,-149,89,10075,10345,9689,9844,-135,183,10639,10488,10467,1671,10541,76,10671,10744,10761,1792,-60,1537,120,83,1566,63,7,126,1.42369997501373,-7,535,108,9706,9570,9648,9626,1643,9542,1555,17,120,196
0,0,0,3,"Western Australia",0,0,5,0,1,0,1,"Murchison",0,0,0,3,"56160",0,1,0,163,162,162,-1,164,162,1.23459994792938,0,0,0,1,0,1,45046.09375,2,1,110,112,118,112,2,0,133,119,114,0,158,0,155,150,146,2,2,0,1,1,1,0,5,3,0.00359999993816018,0,448,1,161,150,157,129,4,140,5,0,0,0
184,62,186,183,"Western Australia",203,128,1537,68,47,45,50,"Murray",1675,27,139,1485,"56230",44,1368,110,17338,17650,17913,246,18523,18210,1.71879994869232,22,20,164,79,31,71,1703.46875,258,81,13477,14144,12522,12819,117,163,15475,14773,14586,1294,17126,124,16909,16542,16087,1281,313,1497,78,37,1429,113,5,73,10.8737001419067,-7,449,57,10899,11611,11211,12266,1539,11904,1701,21,50,196
7,-5,11,7,"Western Australia",26,11,108,-4,5,-1,6,"Nannup",131,3,8,99,"56300",6,92,9,1347,1363,1386,15,1420,1422,-0.140599995851517,3,3,23,9,4,8,3053.93603515625,3,10,1291,1296,1282,1277,7,12,1326,1304,1301,83,1339,16,1352,1350,1343,113,-2,109,9,4,116,8,5,-2,0.465000003576279,0,450,6,1223,1237,1235,1271,116,1247,131,2,4,7
9,-1,7,22,"Western Australia",-14,5,72,11,10,5,11,"Narembeen",56,6,4,49,"56370",10,54,8,829,837,846,-2,846,850,-0.470600008964539,5,4,-9,17,7,16,3809.02856445312,-1,18,856,846,945,890,-5,13,836,839,836,59,815,8,820,818,826,59,-4,45,17,8,58,5,5,14,0.222100004553795,-2,451,12,963,977,964,952,58,960,63,5,8,16
15,0,11,14,"Western Australia",-5,19,112,-2,4,6,3,"Pingelly",60,2,9,93,"57140",4,115,8,1169,1152,1147,-25,1150,1150,0.0,2,2,-5,6,2,5,1294.57214355469,0,7,1206,1209,1220,1207,-22,14,1206,1209,1215,107,1183,11,1202,1187,1205,113,0,102,6,3,85,10,5,6,0.888300001621246,0,461,4,1217,1215,1214,1217,113,1208,107,2,4,17
63,23,49,46,"Western Australia",-4,47,428,-5,11,14,11,"Plantagenet",479,6,49,498,"57210",11,447,38,5167,5249,5263,62,5354,5277,1.4592000246048,5,5,12,18,7,17,4876.68212890625,55,19,4863,4974,4694,4762,51,50,5118,5032,4978,408,5103,26,5130,5151,5172,410,77,404,18,8,417,43,5,8,1.09790003299713,-1,462,13,4707,4622,4658,4643,465,4605,440,6,7,42
330,272,323,334,"Western Australia",-69,55,2104,279,125,267,131,"Port Hedland",1698,70,63,1718,"57280",117,2167,46,14958,14971,15153,-311,15768,15476,1.88680005073547,55,54,-177,208,80,188,18417.078125,36,215,14309,14825,14084,14129,-449,329,15851,15659,15252,1811,15064,51,15387,15648,15951,1712,292,1742,205,98,2009,54,5,288,0.856199979782104,-16,463,153,12881,13555,13201,13880,1748,13692,1927,57,275,334
51,8,56,56,"Western Australia",-70,60,411,-20,29,-3,31,"Narrogin",322,16,54,321,"56460",28,388,45,5193,5039,4986,-163,4870,4940,-1.41700005531311,14,12,-52,48,19,43,1631.30236816406,-74,51,5281,5282,5331,5287,-67,56,5306,5260,5246,399,5235,48,5333,5339,5324,403,-70,329,48,23,485,60,5,11,2.98530006408691,-4,452,34,5541,5550,5544,5363,329,5403,359,12,-4,40
174,42,175,202,"Western Australia",-55,126,2158,30,815,64,814,"Nedlands",1976,605,110,1933,"56580",266,1904,138,22349,22534,22632,4,22652,22910,-1.12609994411469,148,262,-130,1023,198,931,19.6448993682861,43,1062,21622,21707,21394,21435,29,187,22423,21965,21694,1905,22108,133,22435,22686,22665,1807,-258,1850,1013,796,1972,120,5,64,1153.07275390625,-343,453,875,21564,21634,21630,21459,1850,21557,2028,117,67,156
23,-7,8,27,"Western Australia",6,13,23,-1,6,17,6,"Ngaanyatjarraku",26,3,6,24,"56620",5,24,15,1723,1747,1750,4,1797,1769,1.58280003070831,3,2,0,10,4,9,159815.96875,36,11,1498,1494,1466,1483,0,18,1591,1508,1508,26,1708,15,1713,1705,1689,8,28,32,10,6,22,10,5,12,0.0111999996006489,-1,454,7,1562,1506,1533,1477,44,1493,23,3,8,12
107,20,103,138,"Western Australia",-105,98,1051,26,36,15,38,"Northam",796,20,92,644,"56730",33,708,101,11228,11188,11051,-71,11060,11016,0.399399995803833,17,16,-187,61,24,54,1431.22155761719,28,62,10400,10553,10280,10256,-64,129,11169,10830,10670,837,11238,83,11420,11570,11472,807,44,732,60,29,867,92,5,37,7.72770023345947,-4,455,44,10284,10267,10302,10270,835,10157,864,16,37,124
33,3,18,26,"Western Australia",-85,28,467,-7,7,15,8,"Northampton",324,4,18,278,"56790",8,411,26,3205,3077,2944,-148,2826,2877,-1.77269995212555,3,3,-132,13,6,13,12543.7138671875,-53,14,3318,3309,3334,3322,-133,39,3371,3281,3298,371,3335,15,3357,3389,3432,284,-51,286,13,6,472,29,5,0,0.225299999117851,-1,456,10,3347,3355,3358,3345,231,3369,335,5,10,21
9,6,16,8,"Western Australia",-6,12,95,3,6,-5,6,"Quairading",66,3,14,66,"57350",4,78,18,1018,1007,999,-9,983,988,-0.506099998950958,2,2,-14,9,3,9,2016.9267578125,-10,9,1078,1080,1071,1070,-12,5,1072,1073,1074,93,1038,10,1060,1066,1066,93,-5,87,9,5,75,14,5,-10,0.487399995326996,-1,464,7,1140,1130,1137,1068,83,1084,81,3,-9,15
19,15,29,29,"Western Australia",-15,11,218,6,8,8,9,"Ravensthorpe",171,5,11,178,"57420",8,281,15,1679,1598,1559,-93,1603,1566,2.36269998550415,4,3,-51,14,6,13,9841.75,24,14,2220,2171,2045,2110,-103,23,2154,2187,2158,216,1764,14,1906,2036,2118,186,37,201,14,6,264,9,5,14,0.162900000810623,-2,465,10,1510,1562,1543,1733,210,1589,167,4,14,17
0,1,4,0,"Western Australia",-4,0,16,5,1,-6,1,"Nungarin",25,1,6,15,"56860",1,21,0,253,247,249,-1,243,246,-1.21949994564056,0,0,-4,2,1,2,1166.02453613281,-3,2,247,238,255,252,-6,0,246,236,234,14,259,3,259,256,254,10,-3,10,2,1,26,0,5,0,0.208399996161461,-1,457,2,276,269,273,258,7,266,12,1,0,5
1871,1092,1805,1898,"Western Australia",740,755,8627,1081,866,1197,921,"Rockingham",9115,485,674,8520,"57490",811,8110,686,131003,133352,135996,766,140923,138612,1.66719996929169,389,370,1005,1440,558,1307,257.497894287109,1334,1492,96506,100639,87033,92235,410,1806,114412,109415,104922,8244,128992,713,126012,123038,119300,8413,2311,8984,1424,681,8349,741,5,1212,547.278198242188,-115,466,1051,74185,77718,75802,82936,9747,80168,9632,386,1065,1836
251,69,243,208,"Tasmania",48,174,1488,59,33,78,31,"Burnie",1396,23,173,1277,"60610",57,1362,173,19213,19344,19549,12,19646,19692,-0.233600005507469,35,21,96,66,50,72,610.952819824219,-113,92,19887,20005,19748,19812,-85,217,19981,20164,20073,1364,19228,174,19408,19565,19755,1538,-46,1412,83,35,1384,179,6,35,32.1562995910645,-2,500,31,19077,19305,19090,19547,1425,19485,1584,41,38,233
